timestamp;latitude;longitude;altitude;horizontalAccuracy;verticalAccuracy;speed;course
2020-06-21 10:40:18 +0000;51.848898;5.914849;12.968296;5.000000;5.000000;29.627998;24.960938
2020-06-21 10:40:22 +0000;51.849162;5.915021;11.788853;5.000000;5.000000;29.592001;23.203125
2020-06-21 10:40:26 +0000;51.849420;5.915220;11.723789;5.000000;5.000000;29.088000;22.148438
2020-06-21 10:40:30 +0000;51.849684;5.915434;10.762608;5.000000;5.000000;29.088000;23.203125
2020-06-21 10:40:34 +0000;51.849938;5.915645;9.901340;5.000000;5.000000;29.412000;34.101562
2020-06-21 10:40:38 +0000;51.850195;5.915872;9.567905;5.000000;5.000000;28.980001;29.179688
2020-06-21 10:40:41 +0000;51.850389;5.916094;9.650791;5.000000;5.000000;28.980001;28.125000
2020-06-21 10:40:44 +0000;51.850596;5.916254;9.772007;5.000000;5.000000;29.736001;26.718750
2020-06-21 10:40:48 +0000;51.850836;5.916458;7.952244;5.000000;5.000000;28.224001;27.070312
2020-06-21 10:40:51 +0000;51.851041;5.916613;8.051426;5.000000;5.000000;29.160001;24.960938
2020-06-21 10:40:55 +0000;51.851288;5.916829;8.104771;5.000000;5.000000;28.044000;28.125000
2020-06-21 10:40:59 +0000;51.851539;5.917053;8.272129;5.000000;5.000000;28.404000;29.882812
2020-06-21 10:41:03 +0000;51.851784;5.917279;7.941990;5.000000;5.000000;29.088000;27.421875
2020-06-21 10:41:07 +0000;51.852037;5.917482;6.977390;5.000000;5.000000;28.619999;29.882812
2020-06-21 10:41:11 +0000;51.852281;5.917712;7.375828;5.000000;5.000000;28.440000;31.992188
2020-06-21 10:41:14 +0000;51.852485;5.917888;9.025608;5.000000;5.000000;29.124001;30.937500
2020-06-21 10:41:18 +0000;51.852731;5.918120;8.316807;5.000000;5.000000;28.691999;26.367188
2020-06-21 10:41:22 +0000;51.853023;5.918220;10.411777;5.000000;5.000000;29.195999;8.437500
2020-06-21 10:41:25 +0000;51.853251;5.918215;10.363804;5.000000;5.000000;29.088000;352.968750
2020-06-21 10:41:29 +0000;51.853535;5.918129;10.988560;5.000000;5.000000;28.188000;349.804688
2020-06-21 10:41:33 +0000;51.853784;5.918203;10.986729;5.000000;5.000000;27.252001;30.937500
2020-06-21 10:41:37 +0000;51.854009;5.918498;12.371433;5.000000;5.000000;27.575999;39.375000
2020-06-21 10:41:41 +0000;51.854227;5.918812;11.761448;5.000000;5.000000;29.016002;40.429688
2020-06-21 10:41:45 +0000;51.854399;5.919123;8.477085;5.000000;5.000000;26.352001;44.296875
2020-06-21 10:41:49 +0000;51.854606;5.919383;7.806126;5.000000;5.000000;26.496000;34.453125
2020-06-21 10:41:53 +0000;51.854806;5.919647;8.449619;5.000000;5.000000;27.432000;41.132812
2020-06-21 10:41:57 +0000;51.855025;5.919948;12.280491;5.000000;5.000000;27.252001;37.968750
2020-06-21 10:42:01 +0000;51.855227;5.920244;12.796421;5.000000;5.000000;27.468000;45.000000
2020-06-21 10:42:05 +0000;51.855435;5.920559;12.606480;5.000000;5.000000;26.963999;42.187500
2020-06-21 10:42:09 +0000;51.855632;5.920833;12.935154;5.000000;5.000000;27.252001;41.484375
2020-06-21 10:42:13 +0000;51.855837;5.921102;11.552341;5.000000;5.000000;27.288000;39.023438
2020-06-21 10:42:17 +0000;51.856037;5.921362;11.651157;5.000000;5.000000;26.819999;35.156250
2020-06-21 10:42:21 +0000;51.856271;5.921599;11.036411;5.000000;5.000000;26.280001;32.343750
